,review_content,rating
19501,  Nice...! Origional memory card with fast copy speedI will give 5/5 rating,5.0 out of 5 stars
19502,  I bought 128 gb memory card and it shows only 119 gb free instead of 128 gb memory where the 9 gb was used space want my refund,1.0 out of 5 stars
19503,  Good product.Using it regularly.,5.0 out of 5 stars
19504,  The price according to the market now a days is is bit too expensive... However I have no clue if there is any difference in the quality of the product.,3.0 out of 5 stars
19505,  Amazing product.i like it.i can use it in my mobile as well as camera.,5.0 out of 5 stars
19506,  Good,5.0 out of 5 stars
19507,  Good one,4.0 out of 5 stars
19508,  I used it nearly 6 month before comment but no problem at all. It is working very fast. Copy past speed also very fast. It a grate & original product by Samsung. Every body needs who wants to by 128 GB micro sd memory card,4.0 out of 5 stars
19509,  Good speed,5.0 out of 5 stars
19510,  Card is great. But inataling in a phone is lil bit pblm.,5.0 out of 5 stars
19511,  Good.,4.0 out of 5 stars
19512,  The price is nice.. very low than offline market. Everything is same as offline market. Genuine product. Worth it.,5.0 out of 5 stars
19513,  Excellent product,5.0 out of 5 stars
19514,  Good quality ..i used it more than a year ..no compliant,5.0 out of 5 stars
19515,"  Product is excellent, but high price !",4.0 out of 5 stars
19516,  quality of the product is good,5.0 out of 5 stars
19517,"  I have bought from rediff bazar and lost money of 1100 rs .But after a long gap a bought this product and I have been using since 6 months , it is nice product.",5.0 out of 5 stars
19518,  Best Best Best,5.0 out of 5 stars
19519,  Good product. Speedy performance,5.0 out of 5 stars
19520,  Dunia storage,5.0 out of 5 stars
19521,  Always trusted brand gives satisfying experience...,5.0 out of 5 stars
19522,  Good,5.0 out of 5 stars
19523,"  Always buy branded stuff or you will have to worry about sending the faulty product back. Using it for many months as of now, no issues noted.",5.0 out of 5 stars
19524,"  Speed of a SD card is amazing as it is class 10 memory card and i like very much about it is, faster delivery",5.0 out of 5 stars
19525,  Undoubtedly the best.,4.0 out of 5 stars
19526,  Go for it.value for money,5.0 out of 5 stars
19527,  This performance is as good as mentioned. It's really fast reading and fast transferring rate as class 10..,4.0 out of 5 stars
19528,  My Best Memory Card. its best in all segmant.so i recommended you.,5.0 out of 5 stars
19529,  I bought this many times already. Its good.But once i got a second hand item which i returned.,5.0 out of 5 stars
19530,  Nice product,5.0 out of 5 stars
19531,  Superb,5.0 out of 5 stars
19532,  Awesome at this price ...,5.0 out of 5 stars
19533,  Useful,5.0 out of 5 stars
19534,  Not sure about water resistance. Not like to test it. But suitable for Samsung mobile.,5.0 out of 5 stars
19535,  By far the best mSD card I have owned. Works lightning fast.,5.0 out of 5 stars
19536,  nice and great as expected from a top brand like samsung,5.0 out of 5 stars
19537,  Original product received.. working fine..,4.0 out of 5 stars
19538,  Gud one and has high speed of data transfer,5.0 out of 5 stars
19539,  Good Product,5.0 out of 5 stars
19540,  Fake product...Bought 2 from a seller named blr (id remember exactly)Both were fake...Plus its written MADE IN TAIWAN on sd card and MAND IN KOREA on surface 😂,1.0 out of 5 stars
19541,  My phone is not working this sim card is not solving problems with storage because photos and media files can be stored or transferred but not application,1.0 out of 5 stars
19542,"  Decent read/write speeds, more importantly they're consistent. Works more smoothly that internal sd card",5.0 out of 5 stars
19543,  I got the defective item. Its not working when i put it in mbl. They replaced it. But after 5 months creating issue.. not working well and hang my system when I put it lappy....,1.0 out of 5 stars
19544,  This is too good and easy to use and quality of this product was too good,5.0 out of 5 stars
19545,"  Good Storage Capacity , Read and Write Speed is Fastly 30mb,GOOD PRODUCT",5.0 out of 5 stars
19546,  Great excellent product. DATA transfer its much faster then ever. Original product.,5.0 out of 5 stars
19547,  before using i need to format it to make it work for my MI 6A phone,5.0 out of 5 stars
19548,  Only suitable for Samsung adapter and speed ok but heating while recordings videos,4.0 out of 5 stars
19549,  Working great with my Canon Powershot SX540 HS Digital Camera.,5.0 out of 5 stars
19550,  !worth for money and good delivery,5.0 out of 5 stars
19551,  Such a great deal i got from Amazon.com (as always)Packing is perfectCard is perfectAdapater is in the good qualityThank you Amazon,4.0 out of 5 stars
19552,  EXCELLENT,5.0 out of 5 stars
19553,  Serves the purpose.,3.0 out of 5 stars
19554,  Excellent Quality and no issues what so ever using since last 1 month,5.0 out of 5 stars
19555,  Good,4.0 out of 5 stars
19556,"  I received a fake/dead card, it was not even getting detected on my phone meanwhile my other card did got detected.",1.0 out of 5 stars
19557,  Good,3.0 out of 5 stars
19558,"  Best one in market, I actually remove it from the phone nearly 2 times a day eventhough it doesn't show any bugs, fastest read and copy , actually love it",5.0 out of 5 stars
19559,  the memory card is fail.i want to replace it.because the product warranty pried is running.,1.0 out of 5 stars
19560,"  GOOD AND AUTHENTIC PRODUCT, PACKAGING IS ALSO GOOD.FULLY SATISFIED!!!",5.0 out of 5 stars
19561,"  Perfect for storage soft copies, useful in all purpose, value for money & easy to install in many gadgets.",5.0 out of 5 stars
19562,  Best in class .If you want 64 gb memory then i suggest you to go for it .I have all company 64gb memory card.but samsung 64gb 2017 model is best.And i got this in 1499 so for me the best deal .I bought 2 memory card 1st time 1599 and second time 1499,5.0 out of 5 stars
19563,  good working smooth,5.0 out of 5 stars
19564,  Good,4.0 out of 5 stars
19565,  Nice & descent product at a good price.,5.0 out of 5 stars
19566,"  Bought in offer at 2009rs, worth that much.. but not above 4k",5.0 out of 5 stars
19567,  This product is not working please solve the problem and my money is refund it please refund the amount this samsung sd card 32gb is not working,1.0 out of 5 stars
19568,  Bought it for Rs.699 on lightning deal. This memory card  tranfers the files really fast than my sandisk memory card which is a class 10 memory card. Would like purchase again if want memory card in the future and i recommend it to everyone.,5.0 out of 5 stars
19569,"  No any trouble facing. Working well. Transfer speed quite low, although it's ok.",5.0 out of 5 stars
19570,  It's fakeSamsung sd card 64gbNot workingproduct that I buy Amazone.com,1.0 out of 5 stars
19571,  It is nice product to enhance your data storing capacity. Nice speed of transfer data. I using it in my samsung j7 device so good compatible with my device. Thanks amazon,4.0 out of 5 stars
19572,  Good,5.0 out of 5 stars
19573,  Write speed is very low as 7-8 mbps,3.0 out of 5 stars
19574,  Very bad productAnd no response from the company,1.0 out of 5 stars
19575,  Reading speed is good,5.0 out of 5 stars
19576,  Good,5.0 out of 5 stars
19577,  Not bad,4.0 out of 5 stars
19578,  NOTHING TO DISLIKE IN ITEVERYTHING IS PERFECTGOOD JOB BY SAMSUNG,5.0 out of 5 stars
19579,  Material and storage capacity also good,5.0 out of 5 stars
19580,  samsung sd card is always trusted product but only one mistake is the card adapter lock not work,5.0 out of 5 stars
19581,  I get full 64gb capacity and read speed of 90MBPS and write speed of 30MBPS it's better than SanDisk 64gb,5.0 out of 5 stars
19582,  Find the product fine. Working normal as expected.,5.0 out of 5 stars
19583,  Working well,5.0 out of 5 stars
19584,  It's very nice. It's storage is about 63.99gb. it's value for money and it's transfer and reading speed is better as it is of class 10.It is easy to install.,4.0 out of 5 stars
19585,  No memory card received in the packet only SD adaptor was there. Packet was already torn and memory was not in the packet.,1.0 out of 5 stars
19586,  Satisfactory product,5.0 out of 5 stars
19587,  I an using it till date.No problem no issues.,5.0 out of 5 stars
19588,  Material quality is good,4.0 out of 5 stars
19589,  A very excellent product. Great speed. My only regret is that I couldn't buy it at a good deal.,5.0 out of 5 stars
19590,  Product reviews,3.0 out of 5 stars
19591,  Good,5.0 out of 5 stars
19592,"  Product comes in a very well packaging. I have not used it yet. But it seems that it will be working perfectly. I got this product at a discount price. So, I am happy buying it.",5.0 out of 5 stars
19593,  Samsung should reduce the pricing for 256 GB & 512 GB,5.0 out of 5 stars
19594,  Got good product ..dear friends actually there are many seller name given in amazing but always purchased  from Appario Retail Private Ltd ..(seller),5.0 out of 5 stars
19595,  Nice memory card. Go for it.,4.0 out of 5 stars
19596,  Item not working in 1 month time..anyway I m trying to replace it,1.0 out of 5 stars
19597,  Good,5.0 out of 5 stars
19598,  Speed of transferring data is very good...I just love this products at this price at 1697/-and it's working well with my samsung note 8. Out of 128Gb i got 119 GB to use.,4.0 out of 5 stars
19599,"  Awesome product, Thanks Amazon",5.0 out of 5 stars
19600,  It can be used in only one mobile after some time it will be only readable.. And in other system it will say memory card is corrupted.,3.0 out of 5 stars
19601,  Nice product I got original memory card and also got 127.8gb out of 128gb,5.0 out of 5 stars
19602,  Good,1.0 out of 5 stars
19603,  Fast and perfect chip with great durable memory.,5.0 out of 5 stars
19604,  Very good products products working properly,5.0 out of 5 stars
19605,  Easy to instal,5.0 out of 5 stars
19606,  Nice...! OriginalDelivery on timeThanks for Amazon,4.0 out of 5 stars
19607,"  No problems whatsoever so far. Been using since 3 months, in my Moto G5 Plus phone.",5.0 out of 5 stars
19608,  So Many Times i received some Error regarding this type of SD card not supported in your device(Nokia 6),3.0 out of 5 stars
19609,  Nice to use,5.0 out of 5 stars
19610,"  still(more than 2 years), I am using this product without any issues.",3.0 out of 5 stars
19611,  I liked the product very much and its price is also surprising......So it's very good product,5.0 out of 5 stars
19612,  Good speed ....,4.0 out of 5 stars
19613,  Everything was good including packaging,4.0 out of 5 stars
19614,  Product is not working on many android phones. Replaced 2 of them but same issue. Ultimately have to take refund,2.0 out of 5 stars
19615,  Very nice all d way. Deserving product,5.0 out of 5 stars
19616,  Very good product. A little slow.,5.0 out of 5 stars
19617,  but not support in jio mobile 1,4.0 out of 5 stars
19618,  Awesome product easy to install and too fast data transfor and move,4.0 out of 5 stars
19619,  Setting up to use this as external memory is very pain and no instructions is provided. Speed is a bit  slow but faster than most of memory.,4.0 out of 5 stars
19620,  perfect,5.0 out of 5 stars
19621,  Very Good,5.0 out of 5 stars
19622,  It gets corrupted very often. It is total waste of money,1.0 out of 5 stars
19623,  I bought the 64 gb for my Moto Gs5 plus. The speed is great upto 40 mb per second on writing.,5.0 out of 5 stars
19624,  Best,5.0 out of 5 stars
19625,"  Good product, serving the purpose intended.",5.0 out of 5 stars
19626,  It's very ginuine product from amazon,5.0 out of 5 stars
19627,  Good,5.0 out of 5 stars
19628,  Only 59 gb is avialable.But it shows differ data in other smartphones.,5.0 out of 5 stars
19629,  dont buy its not orginal its fake full scratches,1.0 out of 5 stars
19630,  Nice,5.0 out of 5 stars
19631,  A good product from Samsung,4.0 out of 5 stars
19632,  Amazing product. Got at good price during sale. Very fast,5.0 out of 5 stars
19633,"  Complete damaged product, it's been 4 months I need to reformat it again  and again, even Amazon com care is unable to provide me warranty center of Samsung. Waste products",1.0 out of 5 stars
19634,  Good memory card....i have lasting it still now....with out any problem.....,5.0 out of 5 stars
19635,  Good product easy to install,5.0 out of 5 stars
19636,  nice product,5.0 out of 5 stars
19637,  Felt expensive compare to other brands,5.0 out of 5 stars
19638,  Good,3.0 out of 5 stars
19639,  Best sd card,5.0 out of 5 stars
19640,"  Good product, comes with sd card adapter. good for 4k video recordings.",4.0 out of 5 stars
19641,"  Nice product, but speed is just slow, and after install this card, my phone is just slower than before",3.0 out of 5 stars
19642,"  As you people mentioned thr it's not getting 100/90mbps read and write speed ,, it's only have writing speed 40mbps and below 20 or 25 sometimes write speed",4.0 out of 5 stars
19643,"  Value for money, trusted brand",4.0 out of 5 stars
19644,  Value for money.,5.0 out of 5 stars
19645,  Already I have use another one . Very good product .,4.0 out of 5 stars
19646,"  usable space is 119GB out of 128GB. Read speed 100MB/s, Write speed up to 90MB/s",5.0 out of 5 stars
19647,  AWESOME price,5.0 out of 5 stars
19648,  I'm a fan of this brands memory card and it never disappointed me.,5.0 out of 5 stars
19649,  Good products bat made in chaina,5.0 out of 5 stars
19650,  Awesome,5.0 out of 5 stars
19651,  I had problem while instalation. And i lost some of my important files also. After that i installed sucessfully by help of my friend.,3.0 out of 5 stars
19652,  Not adopt  by our mobile phone do not know the reason,3.0 out of 5 stars
19653,  I feel it is corrupted now as it has stopped some of my applications and the name of the sd card seems to be different I.e. With some symbols,3.0 out of 5 stars
19654,  Very good product and fast delivery,5.0 out of 5 stars
19655,  Well done with this product,5.0 out of 5 stars
19656,  See as usual the memory card of Samsung company are best and the for I haved booked it and I found it as I was expecting so thank u @Amazon 🙌💯💯💯,5.0 out of 5 stars
19657,  Got corrupted now.,2.0 out of 5 stars
19658,  Value for money. Speed is good,5.0 out of 5 stars
19659,  It is a high speed 85 MHz micro sd card . The quality of Samsung products is of course undisputable. In this case I got the best price as well as a quality product.,5.0 out of 5 stars
19660,  Good product,5.0 out of 5 stars
19661,  Newly purchased and inserted to the Redmi Note 8. Performance Rocks.,4.0 out of 5 stars
19662,  I book this one samsung evo ➕ 32Gb memory card..but he deleverd sandisc 16Gb memory card..,1.0 out of 5 stars
19663,"  Bought just before going to a 15 days vacation, performed as expected.",5.0 out of 5 stars
19664,  Product is OK,5.0 out of 5 stars
19665,  Good for extra memory for your mobile.,4.0 out of 5 stars
19666,"  Simply nice product by samsung. This is very usefull, you can brought it confidently.  I was very happy to get it",4.0 out of 5 stars
19667,  Its faulty product . Not working,1.0 out of 5 stars
19668,  Writing speed is not as expected or as they mentioned,3.0 out of 5 stars
19669,  Good,5.0 out of 5 stars
19670,  serves the purpose fast and reliable,5.0 out of 5 stars
19671,"  Have been working without any glitches. But only area for consideration is File Transfer Speed, which is moderate.",4.0 out of 5 stars
19672,  Very satisfied  with the product. Delivery and packaging  was smooth. Storage capacity is good. It's 64GB and 60Gb on device. Works well on samsung phones.,5.0 out of 5 stars
19673,  Good,4.0 out of 5 stars
19674,  Very Good QualityI am always love Samsung and that prize is awesomeDon't fear to buy this product friendsThanks Samsung & Amazon,5.0 out of 5 stars
19675,  Performance is average. can't see much difference in speed. Phone gets too slow when a video is played from the sd card file as compared to when played in the phone memory.,3.0 out of 5 stars
19676,  Good item,5.0 out of 5 stars
19677,  Received the product in good shape. Hope to use it soon,5.0 out of 5 stars
19678,  Excellent Product. Great online shopping experience with Amazon,5.0 out of 5 stars
19679,  This memory card is best but sd adpator is chines .29.8gb space .bhut hard memory card🤗🤗🤗🤗🤗🤗👈👈👍👍👍👍👍👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,5.0 out of 5 stars
19680,  It's a pure scam...uhs-1 class 10/u3 universal standard write speed is 30mb/sec..... it's only writing 20mb/s,3.0 out of 5 stars
19681,  Excellent Card Works Flawlessly,5.0 out of 5 stars
19682,"  Value of money,Fast transfer class 10 memory card.Thank you Amazon",5.0 out of 5 stars
19683,  Super,4.0 out of 5 stars
19684,  Has to be the best card I have ever used till now on my phone,5.0 out of 5 stars
19685,  Best to buy this sd card..very good and the cost is less and worthy..you can go with this product 👍,5.0 out of 5 stars
19686,"   Awesome ProductJustxliked it.i have ordered two of these .1 i am using since 2017, now i bought another...price has become high.but product is very good.Afterall SAMSUNG is samsung..",5.0 out of 5 stars
19687,  Good,5.0 out of 5 stars
19688,  For durability I have to wait. Otherwise good.,5.0 out of 5 stars
19689,  The storage capacity of this SD card is very good .This is working without a problem for almost oneyearand gives 100percentage value for my money,5.0 out of 5 stars
19690,  Good product,4.0 out of 5 stars
19691,  Fast transfer..,5.0 out of 5 stars
19692,  64 GB की जगह 59 GB storage capacity बता रहा है। product बहुत बढ़िया है।,4.0 out of 5 stars
19693,  Samsung name is sufficient to purchase.very good quality.,5.0 out of 5 stars
19694,  Good quality...purchased few months ago.,4.0 out of 5 stars
19695,  Superb writing Speeds It is awesome,5.0 out of 5 stars
19696,"  Very nice product you can store HD, Full HD and even 4k videos/movies without any hustle.  Easy to install and storage capacity enough for any device.",5.0 out of 5 stars
19697,  Best product at best price from Samsungbetter speed compared to all othersLove all amazon products ☺☺😎😎,5.0 out of 5 stars
19698,  Using it for my dashcam which recorded video continuously. Working like a charm.,5.0 out of 5 stars
19699,  First of all its is made in china andThey said its 32gb but i got 29gb. How ???,2.0 out of 5 stars
19700,"  Not sure if it is UHS class 3. Sign says 3, package label says 1. Confused !!",3.0 out of 5 stars
19701,  Best on this price,5.0 out of 5 stars
19702,  Installed on Samsung S7Edge - works great,5.0 out of 5 stars
19703,  Suits well for action cameras.Read Speed : 44 MB/sWrite Speed : 20 MB/s,5.0 out of 5 stars
19704,  excellent delivery plus excellent product........surely trust amazon for these and other products,5.0 out of 5 stars
19705,"  More than a year has passed, I am still using it.",5.0 out of 5 stars
19706,  Good product,5.0 out of 5 stars
19707,  Nice original product,5.0 out of 5 stars
19708,  Work wells.. but too costly  actually the original price are rs.350 only,3.0 out of 5 stars
19709,  100% original product... this is my 5th order with amazon.. I m happy with this... 😊 thnx,5.0 out of 5 stars
19710,  Good product,5.0 out of 5 stars
19711,  Best available Micro SD Card out there.,5.0 out of 5 stars
19712,  Very good product nice service but I couldn't check  its water resistance quality.,5.0 out of 5 stars
19713,  Good,4.0 out of 5 stars
19714,  i have 16 gb earlier and finally have 32gb its doing great will update later.,5.0 out of 5 stars
19715,"  Its been month now from the purchase & the memory card is working fine. Performance is as mentioned in the Product description, overall I'm satisfied with this product! Recommended!",5.0 out of 5 stars
19716,  At 1st the card seemed to work fine.. now it doesn't to respond quickly to reading saved data..,3.0 out of 5 stars
19717,"  Much better, easily accessible and full storage capacity. It's a great option.",4.0 out of 5 stars
19718,  Product is good.Good speed.Is originalI hope this one is better than san disk.,5.0 out of 5 stars
19719,  It's a good one and as per the specification...functionality yet to be observed,4.0 out of 5 stars
19720,"  I always prefer Samsung.i got the original 64gb.Best value for money and speed is good. Awesome, satisfied.",5.0 out of 5 stars
19721,  Good speed and works as per spec,5.0 out of 5 stars
19722,  Reliable storage solution bit speeds are not even close to what is being advertised,5.0 out of 5 stars
19723,  Its excellent memory card with 117GB storage n speed is more than enough. Hope memory card works for a longer period of time without getting crash or error issues,5.0 out of 5 stars
19724,  Happy,4.0 out of 5 stars
19725,  I am reviewing this product after 1 month of use....with  Redmi note 4.....Speed : Good and smooth.....Usable storage.... I got 32Gb....Best in grade....All credit to samsung and Amazon....,5.0 out of 5 stars
19726,  Good product.,4.0 out of 5 stars
19727,  Nice,5.0 out of 5 stars
19728,  Good product,5.0 out of 5 stars
19729,  good,4.0 out of 5 stars
19730,  OkOkFine,5.0 out of 5 stars
19731,  Working very speed,5.0 out of 5 stars
19732,  Samsung EVO Plus series memory cards are best affordable memory cards available right now. Having very good Read/Write speed of 90MB/s and 29MB/s respectively.,4.0 out of 5 stars
19733,  Good product..it's little faster than my old card.,4.0 out of 5 stars
19734,  Good product..It's original...I brought this memory card in 660/-,5.0 out of 5 stars
19735,  The best on terms of quality for the price,5.0 out of 5 stars
19736,  Original product.,5.0 out of 5 stars
19737,"  Very expensive, slows down your phone if not the RAM is super high",5.0 out of 5 stars
19738,  Satisfied,5.0 out of 5 stars
19739,  बेहतरीन that's all which we demand from a memory card. Good Storage easy to install and use.,5.0 out of 5 stars
19740,  Value for money,5.0 out of 5 stars
19741,  Excellent Card Super Ultra Fast,5.0 out of 5 stars
19742,"  The galaxy SD card has very speed data transferring capability i.e. 100mb/s , it has very secure to save data on it..",5.0 out of 5 stars
19743,  Transfer speeds are as stated,5.0 out of 5 stars
19744,"  Memory card look is so nice and work fast for pasting files in GB. and one adapter with package of memory card.Memory card inserting  a laptop with the help of adapter and viewed  full storage of memory card and storing files,music,videos etc.",5.0 out of 5 stars
19745,  सब अच्छा लगा हमको,5.0 out of 5 stars
19746,  Good product,4.0 out of 5 stars
19747,  I have used this memory card for Samsung A7 and M20. It is not suitable for memory card tray.,3.0 out of 5 stars
19748,  Samsung is a household name. It's products are too good and the pricing is not much on the pockets. This MSD works faster and better. It is quite easy to install. As easy as plug and play.,5.0 out of 5 stars
19749,  Excellent memory card thanks amazon great read write speeds and the colour of memory card is good too. The adapter shiiped with it also makes it usable on cameras which is an added advantage.great quality samsung.,5.0 out of 5 stars
19750,  Nice,5.0 out of 5 stars
19751,  Awesome product,5.0 out of 5 stars
19752,  average performance not so good,4.0 out of 5 stars
19753,  Good product by Samsung in this price range. Go for it.,4.0 out of 5 stars
19754,  Great product . Its the second time i bought. The previous one last upto 5years along with my phone.,5.0 out of 5 stars
19755,  V good performance,5.0 out of 5 stars
19756,  Authentic product good one out,5.0 out of 5 stars
19757,"  This is good but didnt see the improved performance of my cell. It is same what it was before. Although i was looking for good memory for my phone, finally i found it.",4.0 out of 5 stars
19758,"  It is very good looking and very attractive memory card. The quality and built of this memory card is also very good. The technical specifications of this memory card are also attractive in this price range. The Packing and delivery of the product, done by Amazon is also very good.",5.0 out of 5 stars
19759,  Best operational use,4.0 out of 5 stars
19760,"  I am almost 5 years old user of Samsung memory cards and the old one are still working, only for the memory size, I bought the new one, thanks Samsung",5.0 out of 5 stars
19761,  Very good sd card(64gb) with write speed upto 30mbps as checked im my laptop. Used it for phone storage!Adaptor also working properly!,5.0 out of 5 stars
19762,  It is not good memory because it's not good space 29.8gb  space is available  and not 32gb space in this memory card,1.0 out of 5 stars
19763,  It's not working any of my phone.. Viviv7 &  Samsung A70 😑,1.0 out of 5 stars
19764,  Fast and furious. Works like internal memory. Quick and fast,5.0 out of 5 stars
19765,  Compatible with other mobile brands.,4.0 out of 5 stars
19766,"  Maybe my bad luck, It has damaged after the 3rd month. I looked the comment box most of the people facing the same issues so I dont recommend. Please dont buy.",1.0 out of 5 stars
19767,  Super,5.0 out of 5 stars
19768,  Useful to storage,5.0 out of 5 stars
19769,  Best product in this price segment.  It's speed is much faster than other daySd card in this price. ❤ thanks to Amazon,5.0 out of 5 stars
19770,  Its fast 🤟👍👍,5.0 out of 5 stars
19771,  Loved it,5.0 out of 5 stars
19772,  Good,4.0 out of 5 stars
19773,  have  no problems works  perfectly  ......,5.0 out of 5 stars
19774,  Genuine product...,4.0 out of 5 stars
19775,  This is the second memory card I am buying - same description - over the last 6 months. Would have preferred a higher GB memory card,4.0 out of 5 stars
19776,"  It is up to my expectations, I'm fully satisfied. Go for it without any doubt.",5.0 out of 5 stars
19777,  Memory is good in this price at all.But  the storage available is only 59GB not 64GB.,5.0 out of 5 stars
19778,  Good,4.0 out of 5 stars
19779,"  Amazing product & fast delivery,Samsung 32GB evo card good speed awesome working,Very good... I rated 5star for this item...",5.0 out of 5 stars
19780,  Nice product as expected :)The space that we get is Full 32GB which is a nice thing and as it is Class 10 card so the speed is also good.Also it is cheaper than Sanddisk 32GB class10 card ;),5.0 out of 5 stars
19781,  Excellent product,5.0 out of 5 stars
19782,  Excellent,5.0 out of 5 stars
19783,  All true as per the product details.,5.0 out of 5 stars
19784,"  great price,original product still working fine valu for money",3.0 out of 5 stars
19785,  Fast installation,5.0 out of 5 stars
19786,  Nice one easy to use,5.0 out of 5 stars
19787,"  I ordered 32 gb but after getting it, it shows only 29.8 gb,,,, Other memory card are better than this",3.0 out of 5 stars
19788,  It works in mobile but does not work in my tablet other 32 gb micro sd card works,1.0 out of 5 stars
19789,  Good,5.0 out of 5 stars
19790,  Very bad experience with this. I already replace it but still facing the problem so I return it for refund. And still waiting for refund.,1.0 out of 5 stars
19791,"  This SD isn't working Showing installed but during installation some apps ,photos, files etc it is not taking an part fix action. Directly store to Internal storage",4.0 out of 5 stars
19792,  Rich in quality. Has high data transfer rate. Could copy big files like 5 Gb in less than a minute.,5.0 out of 5 stars
19793,  Like it,5.0 out of 5 stars
19794,  I got this product for Rs. 1300 on Prime day deal. This is very good product. You can buy without fear,5.0 out of 5 stars
19795,  Good,5.0 out of 5 stars
19796,  Excellent,5.0 out of 5 stars
19797,  Very useful at best price.thanks amazon.,5.0 out of 5 stars
19798,  Work s exellent with both varients 64 and 128,5.0 out of 5 stars
19799,  I have been using this for sometime. Works perfectly.Subir Basu,5.0 out of 5 stars
19800,  Value for money,4.0 out of 5 stars
19801,  Super quality easy read write speed exactly 50to100mbps,4.0 out of 5 stars
19802,  Works great.Great speed.Also cheapest.Can not be better than this.,5.0 out of 5 stars
19803,  The product is already seal opened and the memory card is not working is it defective,1.0 out of 5 stars
19804,  Nice memory card with gud read n write speeds...,5.0 out of 5 stars
19805,  👌🏻👌🏻👌🏻,5.0 out of 5 stars
19806,  Good value for money and fast performance,5.0 out of 5 stars
19807,  Good product,5.0 out of 5 stars
19808,"  ""durability"", ""easy to install"" and ""easy to use"".",5.0 out of 5 stars
19809,  Ok,3.0 out of 5 stars
19810,"  Great product, Samsung is known for its quality.",5.0 out of 5 stars
19811,"  Works as expected, speed is ultimate, please go for it.",5.0 out of 5 stars
19812,  A good product as expected.,5.0 out of 5 stars
19813,  An excellent product  and strongly recommend.,5.0 out of 5 stars
19814,  Using since  1 year. No problems at all with memory card for samsung s9 mobile,5.0 out of 5 stars
19815,  Good item for data sttorage.,4.0 out of 5 stars
19816,  Quality is really good..,5.0 out of 5 stars
19817,  Using for last four months in my Samsung tablet. Performance is satisfactory and no issues so far.,5.0 out of 5 stars
19818,  Master,5.0 out of 5 stars
19819,"  It is not compatible with mobile phones, if u want to format this as your internal storage for Android phones it will slow down ur Mobile's functionality.",3.0 out of 5 stars
19820,"  Successfully completed two months, everyday 2 hours use in my car dashcam",5.0 out of 5 stars
19821,  Delivery was nice. SD card is also working fine at good rate of data transfer,4.0 out of 5 stars
19822,  Excellent item,5.0 out of 5 stars
19823,  Nice product. It is original and nothing to say amazon regarding delivery. Thumbs up,5.0 out of 5 stars
19824,  Nice product,5.0 out of 5 stars
19825,  Nice,5.0 out of 5 stars
19826,  Good,4.0 out of 5 stars
19827,  Nice one,5.0 out of 5 stars
19828,  Great Product and value for money2000 something rupees!!!,5.0 out of 5 stars
19829,  I used this SD card 6 month no problem found.very good product.,5.0 out of 5 stars
19830,  Nice product,5.0 out of 5 stars
19831,  Everything perfect thank you team amazon,5.0 out of 5 stars
19832,  Just the package. No product inside. Definitely someone has flicked the product from the packaging and shipped it across!,3.0 out of 5 stars
19833,  Nice,5.0 out of 5 stars
19834,"  Product recieved is as expected. In mint condition. Everything is as described. U3 card, very fast. Suits my Galaxy A8 plus. Plus it is supplied with an adapter.",5.0 out of 5 stars
19835,  Very Fast with adapter 😍😍,5.0 out of 5 stars
19836,  The product was awesome... Gave me much needed storage to keep my songs & movies.Great value for money and from a reputed brand like Samsung.,5.0 out of 5 stars
19837,  The products meet my expectations. Very happy. Highly recommended. Excellent service.,5.0 out of 5 stars
19838,  Nice memories storage unit.,5.0 out of 5 stars
19839,  Good,5.0 out of 5 stars
19840,  Worked as expected.,5.0 out of 5 stars
19841,  Product is original and good packing,4.0 out of 5 stars
19842,  Blindly go with this.,5.0 out of 5 stars
19843,  It works fine with my dash cam.,4.0 out of 5 stars
19844,  Best SD card,4.0 out of 5 stars
19845,  People deliver defect pieces and when asked they don't refund the money or exchange the product.,1.0 out of 5 stars
19846,  Very good read and write speed .,5.0 out of 5 stars
19847,  Good,5.0 out of 5 stars
19848,  Useful,5.0 out of 5 stars
19849,  Very good SD card,5.0 out of 5 stars
19850,  Good,5.0 out of 5 stars
19851,  Good product,4.0 out of 5 stars
19852,  Value for Money for the storage capacity provided,5.0 out of 5 stars
19853,  Card supports fast transfer and comes with good quality. Definitely recommended.,5.0 out of 5 stars
19854,  Very Good SD Card,5.0 out of 5 stars
19855,  I BOUGHT SAMSUNG 32GB CARD BUT IT HAS ONLY 29GB FREE SPACE. LOSS OF 3GB SPACE.,1.0 out of 5 stars
19856,  thanks amazon its good and having much fast speed and good quality product with very cheap rate,5.0 out of 5 stars
19857,  Best 64GB sd card! Go for it,5.0 out of 5 stars
19858,"  Simple SD card, nothing to talk about. Working fine.",5.0 out of 5 stars
19859,"  Very bad packaging. I bought Arielle matic surf and Samsung EVO 64 gb micro SDK card. But both items are same box, no use separate package.",1.0 out of 5 stars
19860,  Good,4.0 out of 5 stars
19861,  Works good,5.0 out of 5 stars
19862,  Average product,4.0 out of 5 stars
19863,  Having issues after 5 months of use,3.0 out of 5 stars
19864,"  The product was as expected. Authentic and guaranteed. before buying  a SD card, u should definitely check what your phone supports.",5.0 out of 5 stars
19865,  Good one,5.0 out of 5 stars
19866,"  Its really nice....affordable prize, and easy to install.. First time i put trust on such product and i am happy by getting it... Delivered on time ..i like it...",4.0 out of 5 stars
